Source,CH1
Second,Volt
-8.650000E-07,-4.940800E+00
-8.640000E-07,-4.323200E+00
-8.630000E-07,-3.551200E+00
-8.620000E-07,-2.933600E+00
-8.610000E-07,-2.161600E+00
-8.600000E-07,-1.389600E+00
-8.590000E-07,-6.176000E-01
-8.580000E-07,+0.000000E+00
-8.570000E-07,+6.176000E-01
-8.560000E-07,+1.389600E+00
-8.550000E-07,+2.161600E+00
-8.540000E-07,+2.779200E+00
-8.530000E-07,+3.396800E+00
-8.520000E-07,+4.014400E+00
-8.510000E-07,+4.786400E+00
-8.500000E-07,+5.249600E+00
-8.490000E-07,+5.867200E+00
-8.480000E-07,+6.330400E+00
-8.470000E-07,+6.948000E+00
-8.460000E-07,+7.411200E+00
-8.450000E-07,+7.874400E+00
-8.440000E-07,+8.183201E+00
-8.430000E-07,+8.646400E+00
-8.420000E-07,+9.109600E+00
-8.410000E-07,+9.572801E+00
-8.400000E-07,+9.881600E+00
-8.390000E-07,+1.019040E+01
-8.380000E-07,+1.049920E+01
-8.370000E-07,+1.080800E+01
-8.360000E-07,+1.096240E+01
-8.350000E-07,+1.127120E+01
-8.340000E-07,+1.158000E+01
-8.330000E-07,+1.188880E+01
-8.320000E-07,+1.204320E+01
-8.310000E-07,+1.219760E+01
-8.300000E-07,+1.250640E+01
-8.290000E-07,+1.266080E+01
-8.280000E-07,+1.266080E+01
-8.270000E-07,+1.296960E+01
-8.260000E-07,+1.312400E+01
-8.250000E-07,+1.312400E+01
-8.240000E-07,+1.327840E+01
-8.230000E-07,+1.327840E+01
-8.220000E-07,+1.343280E+01
-8.210000E-07,+1.343280E+01
-8.200000E-07,+1.343280E+01
-8.190000E-07,+1.343280E+01
-8.180000E-07,+1.343280E+01
-8.170000E-07,+1.343280E+01
-8.160000E-07,+1.327840E+01
-8.150000E-07,+1.312400E+01
-8.140000E-07,+1.312400E+01
-8.130000E-07,+1.296960E+01
-8.120000E-07,+1.281520E+01
-8.110000E-07,+1.250640E+01
-8.100000E-07,+1.235200E+01
-8.090000E-07,+1.204320E+01
-8.080000E-07,+1.188880E+01
-8.070000E-07,+1.158000E+01
-8.060000E-07,+1.096240E+01
-8.050000E-07,+1.080800E+01
-8.040000E-07,+1.034480E+01
-8.030000E-07,+9.881600E+00
-8.020000E-07,+9.418400E+00
-8.010000E-07,+8.800800E+00
-8.000000E-07,+8.337601E+00
-7.990000E-07,+7.874400E+00
-7.980000E-07,+7.256800E+00
-7.970000E-07,+6.639200E+00
-7.960000E-07,+6.021600E+00
-7.950000E-07,+5.404000E+00
-7.940000E-07,+4.786400E+00
-7.930000E-07,+4.168800E+00
-7.920000E-07,+3.396800E+00
-7.910000E-07,+2.779200E+00
-7.900000E-07,+2.007200E+00
-7.890000E-07,+1.389600E+00
-7.880000E-07,+7.720000E-01
-7.870000E-07,+0.000000E+00
-7.860000E-07,-6.176000E-01
-7.850000E-07,-1.389600E+00
-7.840000E-07,-2.007200E+00
-7.830000E-07,-2.624800E+00
-7.820000E-07,-3.242400E+00
-7.810000E-07,-3.860000E+00
-7.800000E-07,-4.477600E+00
-7.790000E-07,-4.940800E+00
-7.780000E-07,-5.558400E+00
-7.770000E-07,-5.867200E+00
-7.760000E-07,-6.484800E+00
-7.750000E-07,-6.793600E+00
-7.740000E-07,-7.411200E+00
-7.730000E-07,-7.874400E+00
-7.720000E-07,-8.337601E+00
-7.710000E-07,-8.646400E+00
-7.700000E-07,-9.109600E+00
-7.690000E-07,-9.264000E+00
-7.680000E-07,-9.881600E+00
-7.670000E-07,-1.003600E+01
-7.660000E-07,-1.034480E+01
-7.650000E-07,-1.080800E+01
-7.640000E-07,-1.096240E+01
-7.630000E-07,-1.127120E+01
-7.620000E-07,-1.158000E+01
-7.610000E-07,-1.158000E+01
-7.600000E-07,-1.204320E+01
-7.590000E-07,-1.235200E+01
-7.580000E-07,-1.235200E+01
-7.570000E-07,-1.266080E+01
-7.560000E-07,-1.266080E+01
-7.550000E-07,-1.296960E+01
-7.540000E-07,-1.312400E+01
-7.530000E-07,-1.312400E+01
-7.520000E-07,-1.343280E+01
-7.510000E-07,-1.343280E+01
-7.500000E-07,-1.358720E+01
-7.490000E-07,-1.358720E+01
-7.480000E-07,-1.343280E+01
-7.470000E-07,-1.358720E+01
-7.460000E-07,-1.358720E+01
-7.450000E-07,-1.343280E+01
-7.440000E-07,-1.358720E+01
-7.430000E-07,-1.327840E+01
-7.420000E-07,-1.343280E+01
-7.410000E-07,-1.312400E+01
-7.400000E-07,-1.296960E+01
-7.390000E-07,-1.281520E+01
-7.380000E-07,-1.250640E+01
-7.370000E-07,-1.235200E+01
-7.360000E-07,-1.219760E+01
-7.350000E-07,-1.173440E+01
-7.340000E-07,-1.158000E+01
-7.330000E-07,-1.127120E+01
-7.320000E-07,-1.080800E+01
-7.310000E-07,-1.034480E+01
-7.300000E-07,-9.727201E+00
-7.290000E-07,-9.264000E+00
-7.280000E-07,-8.800800E+00
-7.270000E-07,-8.183201E+00
-7.260000E-07,-7.565600E+00
-7.250000E-07,-6.948000E+00
-7.240000E-07,-6.330400E+00
-7.230000E-07,-5.712800E+00
-7.220000E-07,-4.940800E+00
-7.210000E-07,-4.168800E+00
-7.200000E-07,-3.551200E+00
-7.190000E-07,-2.933600E+00
-7.180000E-07,-2.161600E+00
-7.170000E-07,-1.389600E+00
-7.160000E-07,-6.176000E-01
-7.150000E-07,+0.000000E+00
-7.140000E-07,+7.720000E-01
-7.130000E-07,+1.389600E+00
-7.120000E-07,+2.161600E+00
-7.110000E-07,+2.779200E+00
-7.100000E-07,+3.551200E+00
-7.090000E-07,+4.168800E+00
-7.080000E-07,+4.632000E+00
-7.070000E-07,+5.249600E+00
-7.060000E-07,+5.712800E+00
-7.050000E-07,+6.176000E+00
-7.040000E-07,+6.948000E+00
-7.030000E-07,+7.411200E+00
-7.020000E-07,+7.874400E+00
-7.010000E-07,+8.337601E+00
-7.000000E-07,+8.800800E+00
-6.990000E-07,+9.109600E+00
-6.980000E-07,+9.418400E+00
-6.970000E-07,+9.881600E+00
-6.960000E-07,+1.019040E+01
-6.950000E-07,+1.049920E+01
-6.940000E-07,+1.065360E+01
-6.930000E-07,+1.111680E+01
-6.920000E-07,+1.142560E+01
-6.910000E-07,+1.158000E+01
-6.900000E-07,+1.188880E+01
-6.890000E-07,+1.204320E+01
-6.880000E-07,+1.235200E+01
-6.870000E-07,+1.250640E+01
-6.860000E-07,+1.250640E+01
-6.850000E-07,+1.281520E+01
-6.840000E-07,+1.296960E+01
-6.830000E-07,+1.312400E+01
-6.820000E-07,+1.327840E+01
-6.810000E-07,+1.327840E+01
-6.800000E-07,+1.327840E+01
-6.790000E-07,+1.343280E+01
-6.780000E-07,+1.343280E+01
-6.770000E-07,+1.343280E+01
-6.760000E-07,+1.343280E+01
-6.750000E-07,+1.343280E+01
-6.740000E-07,+1.343280E+01
-6.730000E-07,+1.327840E+01
-6.720000E-07,+1.312400E+01
-6.710000E-07,+1.312400E+01
-6.700000E-07,+1.296960E+01
-6.690000E-07,+1.281520E+01
-6.680000E-07,+1.250640E+01
-6.670000E-07,+1.219760E+01
-6.660000E-07,+1.188880E+01
-6.650000E-07,+1.173440E+01
-6.640000E-07,+1.158000E+01
-6.630000E-07,+1.111680E+01
-6.620000E-07,+1.080800E+01
-6.610000E-07,+1.034480E+01
-6.600000E-07,+9.881600E+00
-6.590000E-07,+9.264000E+00
-6.580000E-07,+8.800800E+00
-6.570000E-07,+8.337601E+00
-6.560000E-07,+7.874400E+00
-6.550000E-07,+7.256800E+00
-6.540000E-07,+6.639200E+00
-6.530000E-07,+6.021600E+00
-6.520000E-07,+5.249600E+00
-6.510000E-07,+4.632000E+00
-6.500000E-07,+4.014400E+00
-6.490000E-07,+3.396800E+00
-6.480000E-07,+2.624800E+00
-6.470000E-07,+2.007200E+00
-6.460000E-07,+1.389600E+00
-6.450000E-07,+6.176000E-01
-6.440000E-07,+0.000000E+00
-6.430000E-07,-7.720000E-01
-6.420000E-07,-1.235200E+00
-6.410000E-07,-1.852800E+00
-6.400000E-07,-2.624800E+00
-6.390000E-07,-3.396800E+00
-6.380000E-07,-3.860000E+00
-6.370000E-07,-4.632000E+00
-6.360000E-07,-4.940800E+00
-6.350000E-07,-5.558400E+00
-6.340000E-07,-6.021600E+00
-6.330000E-07,-6.484800E+00
-6.320000E-07,-6.948000E+00
-6.310000E-07,-7.565600E+00
-6.300000E-07,-8.028800E+00
